brand	name	address	city	state	zip	phone	url	lat	lon	other	site_id
Honda	Herb Chambers Honda of Seekonk	185 Taunton Ave	Seekonk	MA	02771	(508) 336-7100	http://www.herbchambershondaofseekonk.com/	41.824329	-71.339874	CVA Enhanced Purchase Program, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207975
Honda	Boch Honda	279 Boston Providence Tpke	Norwood	MA	02062	(781) 619-6759	https://www.bochhonda.com/	42.201401	-71.187798	DEALER LONG TERM DEBT NOTE FL, Certified Express Service, Internet Certified, Service - XTime Program, Masters Circle, Express Service Program, OSS Enabled, Retail and Service Dealer, AHFC Certified Dealer, Dealer Digital Program, Certified Used Dealer	208679
Honda	Peters Honda of Nashua	300 Amherst St	Nashua	NH	03063	(603) 879-4297	https://www.petershondaofnashua.com/	42.780499	-71.500458	CVA Enhanced Purchase Program, DEALER LONG TERM DEBT NOTE FL, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, Tire Certified, Child Safety Day, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	207222
Honda	Brandfon Honda	515 W Main St	Branford	CT	06405	(203) 481-1616	http://www.brandfonhonda.com/	41.279533	-72.845566	DEALER LONG TERM DEBT NOTE FL, GX Service, PAX Certified Service, Honda Test Drive Enabled, Service - XTime Program, Child Safety Day, Solar Dealer, Retail and Service Dealer, AHFC Certified Dealer, Electric Grid Neutral (EGN) De, Certified Express Service, Honda EItems Certified, Battery Electric Vehicle, Dealer Digital Program, Certified Used Dealer, Internet Certified, GX Retail, Express Service Program, CVA Enhanced Purchase Program, GX Fleet, Tire Certified, OSS Enabled, Oil Certified, Honda Environment Award Plat	206874
Honda	Prime Honda 128	88 Walkers Brook Dr # 98	Reading	MA	01867	(978) 664-3118	https://www.primehonda128.com/	42.518719	-71.090851	Certified Express Service, Internet Certified, Service - XTime Program, Express Service Program, OSS Enabled, Retail and Service Dealer, AHFC Certified Dealer, Dealer Digital Program, Certified Used Dealer	208783
Honda	Grappone Honda	519 Route 3A	Bow	NH	03304	(603) 437-9054	http://www.grapponehonda.com/	43.174561	-71.528984	CVA Enhanced Purchase Program, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, GX Fleet, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	206958
Honda	Westbrook Honda	1 Flat Rock Pl	Westbrook	CT	06498	(860) 399-9300	http://www.westbrookhonda.com/	41.290108	-72.445503	CVA Enhanced Purchase Program, DEALER LONG TERM DEBT NOTE FL, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Express Service Program, Tire Certified, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207444
Honda	Herb Chambers Honda	720 William T Morrissey Blvd	Dorchester	MA	02122	(617) 731-0100	http://www.herbchambershondainboston.com/	42.297348	-71.048264	CVA Enhanced Purchase Program, GX Service, PAX Certified Service, Internet Certified, GX Retail, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, GX Fleet, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207659
Honda	Honda Cars of Boston	100 Broadway	Everett	MA	02149	(617) 381-9000	https://www.hondacarsofboston.com/	42.397598	-71.064636	CVA Enhanced Purchase Program, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Honda Environment Award Plat, Certified Used Dealer	206944
Honda	Curtiss Ryan Honda	333 Bridgeport Ave	Shelton	CT	06484	(203) 929-1484	https://www.curtissryan.com/	41.299145	-73.105766	DEALER LONG TERM DEBT NOTE FL, PAX Certified Service, Honda Test Drive Enabled, Honda Environment Award Silver, Service - XTime Program, Child Safety Day, Retail and Service Dealer, AHFC Certified Dealer, Honda EItems Certified, Battery Electric Vehicle, Dealer Digital Program, Certified Used Dealer, Internet Certified, Express Service Program, CVA Enhanced Purchase Program, OSS Enabled, Online Retailing Dealer, Council of Excellence Award, Oil Certified	206792
Honda	Balise Honda of West Warwick	509 Quaker Ln	West Warwick	RI	02893	(401) 822-2000	http://www.balisehondawestwarwick.com/	41.680862	-71.500954	GX Service, Certified Express Service, Internet Certified, GX Retail, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Dealer Digital Program, Certified Used Dealer	208666
Honda	Honda of Milford	767 Bridgeport Ave	Milford	CT	06460	(800) 229-4663	http://www.courtneyhonda.com/	41.211216	-73.080399	CVA Enhanced Purchase Program, Certified Express Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, Tire Certified, Child Safety Day, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Online Retailing Dealer, Battery Electric Vehicle, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Honda Environment Award Plat, Certified Used Dealer	207618
Honda	Kelly Honda	540 Lynnway	Lynn	MA	01905	(781) 595-5252	https://www.kelly-honda.com/	42.455303	-70.958282	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	208133
Honda	Upper Valley Honda	369 Miracle Mile	Lebanon	NH	03766	(603) 448-6969	https://www.uppervalleyhonda.com/	43.636333	-72.288048	Internet Certified, Service - XTime Program, Express Service Program, OSS Enabled, Retail and Service Dealer, AHFC Certified Dealer, Dealer Digital Program, Certified Used Dealer	208718
Honda	Cardinal Honda	531 Route 12	Groton	CT	06340	(860) 449-0411	http://www.cardinalhonda.com/	41.376213	-72.074364	CVA Enhanced Purchase Program, DEALER LONG TERM DEBT NOTE FL, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Honda Environment Award Silver, Express Service Program, Tire Certified, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	207844
Honda	Lia Honda	1258 Central Ave	Albany	NY	12205	(518) 438-4555	https://www.liahondaofalbany.com/	42.697788	-73.810249	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Express Service Program, Tire Certified, Child Safety Day, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	207263
Honda	Ocean Honda of Weymouth	211 Main St	Weymouth	MA	02188	(781) 337-7400	https://oceanhondaweymouth.com/	42.20013	-70.955872	Certified Express Service, Internet Certified, Honda Test Drive Enabled, Express Service Program, Retail and Service Dealer, AHFC Certified Dealer, Council of Excellence Award, Dealer Digital Program, Certified Used Dealer	208731
Honda	Rensselaer Honda	770 Hoosick Rd	Troy	NY	12180	(518) 279-1171	https://www.rensselaerhonda.com/	42.747276	-73.639015	GX Service, Honda Test Drive Enabled, President Club, Solar Dealer, Retail and Service Dealer, AHFC Certified Dealer, Honda EItems Certified, Battery Electric Vehicle, Plug-in Hybrid Electric Vehicl, Dealer Digital Program, Certified Used Dealer, Internet Certified, GX Retail, Express Service Program, CVA Enhanced Purchase Program, GX Fleet, Tire Certified, Online Retailing Dealer, Oil Certified, Honda Environment Award Plat	207230
Honda	Honda North	382 Newbury St	Danvers	MA	01923	(800) 514-1627	https://www.hondanorth.com/	42.597183	-70.963425	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, President Club, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207075
Honda	Ocean Honda of Brockton	300 Manley St	Brockton	MA	02301	(508) 408-4540		42.058125	-71.059166	Internet Certified, Express Service Program, Retail and Service Dealer, AHFC Certified Dealer, Dealer Digital Program, Certified Used Dealer	208799
Honda	Keeler Honda	1111 Troy Schenectady Rd	Latham	NY	12110	(518) 785-7823	https://www.keelerhonda.com/	42.767029	-73.815239	GX Service, PAX Certified Service, Honda Test Drive Enabled, President Club, Service - XTime Program, Retail and Service Dealer, AHFC Certified Dealer, Honda EItems Certified, Battery Electric Vehicle, Plug-in Hybrid Electric Vehicl, Dealer Digital Program, Certified Used Dealer, Internet Certified, GX Retail, Express Service Program, CVA Enhanced Purchase Program, Tire Certified, OSS Enabled, Oil Certified	206954
Honda	Honda of Danbury	Federal Rd	Danbury	CT	06810	(203) 730-5600	https://www.hondaofdanbury.com/	41.415184	-73.423401	CVA Enhanced Purchase Program, PAX Certified Service, Internet Certified, President Club, Express Service Program, Tire Certified, Child Safety Day, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Council of Excellence Award, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207994
Honda	Silko Honda	1580 New State Hwy	Raynham	MA	02767	(508) 880-5500	https://www.silkohonda.com/	41.9039	-71.008278	PAX Certified Service, Honda Test Drive Enabled, Honda Environment Award Silver, President Club, Service - XTime Program, Child Safety Day, Retail and Service Dealer, AHFC Certified Dealer, Certified Express Service, Honda EItems Certified, Battery Electric Vehicle, Dealer Digital Program, Certified Used Dealer, Internet Certified, Express Service Program, CVA Enhanced Purchase Program, Tire Certified, OSS Enabled, Oil Certified	206746
Honda	Key Honda of Rutland	211 US Route 7 S	Rutland	VT	05701	(802) 773-4600	https://www.keyhondaofrutland.com/	43.587219	-72.967751	Internet Certified, Service - XTime Program, OSS Enabled, Retail and Service Dealer, AHFC Certified Dealer, Online Retailing Dealer, Dealer Digital Program, Certified Used Dealer	208748
Honda	AutoFair Honda	200 Keller St	Manchester	NH	03103	(603) 634-1095	https://www.autofairhonda.com/	42.950981	-71.441376	CVA Enhanced Purchase Program, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, President Club, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Honda Environment Award Gold, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	208028
Honda	Colonial Honda of Dartmouth	225 State Rd	Dartmouth	MA	02747	(508) 996-6800	http://www.buycolonialhonda.com/	41.638992	-70.97924	CVA Enhanced Purchase Program, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Dealer Digital Program, Certified Used Dealer	208501
Honda	Honda of Westport	1372 Post Rd E	Westport	CT	06880	(203) 254-1111	https://www.hondaofwestport.com/	41.138748	-73.318336	CVA Enhanced Purchase Program, DEALER LONG TERM DEBT NOTE FL, GX Service, Certified Express Service, PAX Certified Service, Internet Certified, GX Retail, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, GX Fleet, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Dealer Digital Program, Certified Used Dealer	208423
Honda	Lia Honda of Brewster	899 Route 22	Brewster	NY	10509	(845) 278-4100	https://www.brewsterhonda.com/	41.396149	-73.605484	CVA Enhanced Purchase Program, Internet Certified, President Club, Express Service Program, Honda EItems Certified, AHFC Certified Dealer, Honda Environment Award Gold, Retail and Service Dealer, Dealer Digital Program, Certified Used Dealer	208517
Honda	Mohawk Honda	175 Freemans Bridge Rd # Ro	Scotia	NY	12302	(518) 370-4911	https://www.mohawkhonda.com/	42.846203	-73.94352	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, President Club, Masters Circle, Service - XTime Program, Express Service Program, Tire Certified, Solar Dealer, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Honda Environment Award Plat, Certified Used Dealer	206710
Honda	Honda Barn	34 Portsmouth Ave # Rt	Stratham	NH	03885	(800) 227-8289	https://www.hondabarn.com/	43.000069	-70.920769	CVA Enhanced Purchase Program, GX Service, Internet Certified, GX Retail, Honda Test Drive Enabled, GX Fleet, Tire Certified, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	207862
Honda	Saccucci Honda	1350 W Main Rd	Middletown	RI	02842	(401) 847-4737	http://www.saccuccihonda.com/	41.536217	-71.292793	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Honda Environment Award Silver, President Club, Express Service Program, Tire Certified, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Council of Excellence Award, Battery Electric Vehicle, Oil Certified, Dealer Digital Program, Certified Used Dealer	207270
Honda	Tufankjian Honda of Plymouth	9 Long Pond Rd	Plymouth	MA	02360	(508) 927-5300	https://www.hondaofplymouth.com/	41.933643	-70.658005	DEALER LONG TERM DEBT NOTE FL, Internet Certified, Honda Test Drive Enabled, Express Service Program, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Dealer Digital Program, Certified Used Dealer	208674
Honda	Saratoga Honda	3402 Route 9	Saratoga Spgs	NY	12866	(518) 587-9300	https://www.saratogahonda.com/	43.057598	-73.787277	CVA Enhanced Purchase Program, DEALER LONG TERM DEBT NOTE FL, PAX Certified Service, Internet Certified, President Club, Express Service Program, Tire Certified, Solar Dealer, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Plug-in Hybrid Electric Vehicl, Oil Certified, Dealer Digital Program, Honda Environment Award Plat, Certified Used Dealer	207498
Honda	Mt. Kisco Honda	650 Bedford Rd	Bedford Hills	NY	10507	(914) 666-0030	https://www.mtkiscohonda.com/	41.227283	-73.71254	PAX Certified Service, Internet Certified, Honda Test Drive Enabled, Service - XTime Program, Express Service Program, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Battery Electric Vehicle, Plug-in Hybrid Electric Vehicl, Oil Certified, Dealer Digital Program, Certified Used Dealer	208032
Honda	Friendly Honda	1143 Dutchess Tpke	Poughkeepsie	NY	12603	(845) 454-2400	https://www.friendlyhonda.net/	41.719009	-73.85141	CVA Enhanced Purchase Program, Certified Express Service, Internet Certified, TimeHighway Program, President Club, Express Service Program, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Dealer Digital Program, Certified Used Dealer	208468
Honda	Dover Honda	1 Dover Point Rd	Dover	NH	03820	(603) 742-1676	https://www.doverhonda.com/	43.1759	-70.866875	CVA Enhanced Purchase Program, Certified Express Service, PAX Certified Service, Internet Certified, President Club, Service - XTime Program, Express Service Program, Tire Certified, OSS Enabled, Honda EItems Certified, AHFC Certified Dealer, Retail and Service Dealer, Oil Certified, Dealer Digital Program, Certified Used Dealer	208186
