address	brand	city	lat	lon	name	phone	province	url
辽宁省沈阳市沈河区东陵路15号	GAC Toyota	None	41.798305	123.453552	广汽丰田沈阳路安东陵路店	024-88203888	None	https://www.gac-toyota.com.cn/province/liaoning/shen/dealer/adll
铁岭市经济开发区机动车交易市场园区长江东路10号	GAC Toyota	None	42.191466	123.78356	广汽丰田铁岭中升凡河店	024-74963333	None	https://www.gac-toyota.com.cn/province/liaoning/tieling/dealer/tlatfh
辽宁省营口市新营路南9号（车管所北200米）	GAC Toyota	None	40.668379	122.292401	广汽丰田营口中升庄林路店	0417-3315151	None	https://www.gac-toyota.com.cn/province/liaoning/yingkou/dealer/ykzszll
辽宁省东港市前阳经济开发区石佛村二组	GAC Toyota	None	39.918998	124.172936	广汽丰田丹东中升东港店	0415-3338555	None	https://www.gac-toyota.com.cn/province/liaoning/dandong/dealer/ddqtqy
辽宁省抚顺市新抚区浑河南路天湖大桥南	GAC Toyota	None	41.88329064	123.9880424	广汽丰田抚顺金韵达新抚店	024-57175555	None	https://www.gac-toyota.com.cn/province/liaoning/fushun/dealer/fsjydxf
北京市海淀区杏石口路78号	GAC Toyota	None	39.959645	116.234292	广汽丰田北京金时四季青店	010-62598989	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjjssjq
北京市朝阳区望京新兴产业园区利泽东园309号	GAC Toyota	None	40.019396	116.487012	广汽丰田北京森华望京店	010-64392266	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjshwj
北京市朝阳区南四环东路45号	GAC Toyota	None	39.841267	116.471121	广汽丰田北京嘉程小红门店	010-57981668	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjjcxhm/
北京市石景山区古城大街国际汽车贸易园区F区3号	GAC Toyota	None	39.922837	116.18495	广汽丰田北京大昌联丰古城店	010-68886667	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjdclfgc/
北京市朝阳区朝阳北路甲45号	GAC Toyota	None	39.931199	116.563161	广汽丰田北京奥吉通丰瑞店	010-65755588	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjajtfr
北京市朝阳区高碑店乡半壁店村388号	GAC Toyota	None	39.89852	116.538602	广汽丰田北京路丰广渠路店	010-56651616	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjlfgql
北京市朝阳区德外花虎沟20-1号	GAC Toyota	None	40.022835	116.36981	广汽丰田北京澳林奥运村店	010-62928866	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjalayc
北京市海淀区西北旺百旺绿谷汽车园	GAC Toyota	None	40.058348	116.258312	广汽丰田北京传是百旺店	010-82403223	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjcsbw
北京市房山区阎村镇前沿村村委会南105米	GAC Toyota	None	39.73111408	116.10510053	广汽丰田北京长京行房山店	010-83518889	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjcjxcq
北京市丰台区右安门外南三环西路43号	GAC Toyota	None	39.858043	116.359806	广汽丰田北京欣源玉泉营店	010-63519903	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/xyyqyd
北京市丰台区青塔西路69号	GAC Toyota	None	39.878136	116.269598	广汽丰田北京嘉金青塔店	010-83696868	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjjjqt
北京市朝阳区平房乡石各庄村东甲1号	GAC Toyota	None	39.944739	116.578756	广汽丰田北京华宇姚家园店	13911966156	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjshyyjyd
北京市东城区左安门关厢东里22号	GAC Toyota	None	39.876613	116.450961	广汽丰田北京中升浩洋方庄店	010-87675777	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/zshyfz
北京市昌平区回龙观欧德宝汽车交易市场A区23-24号	GAC Toyota	None	40.08094	116.312548	广汽丰田北京国机回龙观店	010-80750899	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjgjhlg
北京市通州区梨园九棵树西路11号	GAC Toyota	None	39.896084	116.660987	广汽丰田北京博瑞东贸店	010-81571116	None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/bjbrdm/
北京市昌平区北七家北辰亚运村汽车交易市场B区A03-5	GAC Toyota	None	40.10200928	116.42137165	广汽丰田北京安通亚市(在建店)		None	https://www.gac-toyota.com.cn/province/beijing/beijing/dealer/atys
河北省保定市莲池区东二环路539号	GAC Toyota	None	38.83656714	115.54429794	广汽丰田保定保汇东二环店	0312-2126688	None	https://www.gac-toyota.com.cn/province/hebei/baoding/dealer/bhdeh
保定市朝阳北大街1299号	GAC Toyota	None	38.913612	115.475287	广汽丰田保定岁丰朝阳店	0312-3321234	None	https://www.gac-toyota.com.cn/province/hebei/baoding/dealer/bdsfcy
河北省保定市莲池区南二环929号院内	GAC Toyota	None	38.82710945	115.45065902	广汽丰田保定长振南二环店	0312-5915111	None	https://www.gac-toyota.com.cn/province/hebei/baoding/dealer/cznehd
河北省沧州市沧县纸房头乡古迹铺村银川路北侧28号	GAC Toyota	None	38.27745271	116.7862008	广汽丰田沧州长沧迎宾店	0317-5632233	None	https://www.gac-toyota.com.cn/province/hebei/cangzhou/dealer/ccybd
河北省沧州市经济开发区石港路29号	GAC Toyota	None	38.29653	116.939143	广汽丰田沧州信运行经开店	0317-3178888	None	https://www.gac-toyota.com.cn/province/hebei/cangzhou/dealer/czxyxjk
河北省沧州市运河区渤海西路与浮阳北大道交叉口西200米路南	GAC Toyota	None	38.35458515	116.85274835	广汽丰田沧州蓝池茂龙运河店	0317-2177222	None	https://www.gac-toyota.com.cn/province/hebei/cangzhou/dealer/lcmlyhd
河北省承德市开发区大石庙镇太平庄村庞大汽车城	GAC Toyota	None	40.892504	117.992419	广汽丰田承德庞大双桥店	0314--2162099	None	https://www.gac-toyota.com.cn/province/hebei/chengde/dealer/cdpdsq
承德市双滦区狮子园路汽车小镇5号广汽丰田承德信创双滦店	GAC Toyota	None	41.021779	117.829262	广汽丰田承德信创双滦店(在建店)		None	https://www.gac-toyota.com.cn/province/hebei/chengde/dealer/cdxcsld
邯郸市丛台区中华北大街与果园路交叉口西北角	GAC Toyota	None	36.652436	114.502969	广汽丰田邯郸隆和中华路店	0310-5515666	None	https://www.gac-toyota.com.cn/province/hebei/handan/dealer/hdlhzhl
河北省邯郸市复兴区联纺西路与西环路交叉口东南角	GAC Toyota	None	36.63564	114.443862	广汽丰田邯郸骏达复兴店	0310-7178888	None	https://www.gac-toyota.com.cn/province/hebei/handan/dealer/hdjdfx
河北省衡水市桃城区北外环596号	GAC Toyota	None	37.775571	115.711202	广汽丰田衡水金时北环路店	0318-2129096	None	https://www.gac-toyota.com.cn/province/hebei/hengshui/dealer/hsjsbhl
河北省秦皇岛市开发区黄河道与横断山路交叉口处（新管委西行2公里路北）	GAC Toyota	None	39.926676	119.504393	广汽丰田秦皇岛金时开发区店	0335-5910005	None	https://www.gac-toyota.com.cn/province/hebei/qinhuangdao/dealer/qhdjskfq
秦皇岛市昌黎县东外环路西侧（立交桥南）	GAC Toyota	None	39.73493166	119.21328335	广汽丰田秦皇岛金时开发区店昌黎分店	0335-2059777	None	https://www.gac-toyota.com.cn/province/hebei/qinhuangdao/dealer/qhdjskfqdclf
秦皇岛市海港区京沈高速北出口瑞通汽车园内	GAC Toyota	None	39.977133	119.556007	广汽丰田秦皇岛金时海阳路店(在建店)		None	https://www.gac-toyota.com.cn/province/hebei/qinhuangdao/dealer/qhdjhld
石家庄市裕华区建华大街与南二环交叉口南行一公里	GAC Toyota	None	37.988409	114.556832	广汽丰田石家庄锐源金利店	0311-86139999	None	https://www.gac-toyota.com.cn/province/hebei/shijiazhuang/dealer/sjzryjl
河北省石家庄市北二环东路86号河北国际汽车贸易园区	GAC Toyota	None	38.075564	114.558391	广汽丰田石家庄中升捷丰丰收路店	0311-85656111	None	https://www.gac-toyota.com.cn/province/hebei/shijiazhuang/dealer/sjzgsfsl
河北省石家庄市石获北路与植物园街交口西行500米路南	GAC Toyota	None	38.076475	114.410529	广汽丰田石家庄中升丰悦新华店	0311-68026999	None	https://www.gac-toyota.com.cn/province/hebei/shijiazhuang/dealer/sjzhfhxh
石家庄市长安区和平东路与石兆路交口东行100米	GAC Toyota	None	38.060671	114.579644	广汽丰田石家庄信创和平东路店	0311-89911111	None	https://www.gac-toyota.com.cn/province/hebei/shijiazhuang/dealer/xchpdl
唐山市路南区南环路1号(陶瓷城西门口西侧88米)	GAC Toyota	None	39.599804	118.20166	广汽丰田唐山中润路南店	0315-2960888	None	https://www.gac-toyota.com.cn/province/hebei/tangshan/dealer/tszrln
河北省唐山市机场路立交桥北侧荣川汽车园区	GAC Toyota	None	39.676793	118.112337	广汽丰田唐山荣华荣川店	0315-3113958	None	https://www.gac-toyota.com.cn/province/hebei/tangshan/dealer/rhrc
河北省唐山市高新区建设路北立交桥北行500米路西	GAC Toyota	None	39.710694	118.17738	广汽丰田唐山信创高新店	0315-3851333	None	https://www.gac-toyota.com.cn/province/hebei/tangshan/dealer/tsxcgx
河北省唐山市迁安市杨店子镇大郭庄村	GAC Toyota	None	40.006178	118.590138	广汽丰田迁安华铃经九路店	0315-5327755	None	https://www.gac-toyota.com.cn/province/hebei/tangshan/dealer/qahljjl
唐山市开平区新华东道南侧、中心环西侧	GAC Toyota	None	39.63583462	118.28301453	广汽丰田唐山廊大开平店	0315-2983355	None	https://www.gac-toyota.com.cn/province/hebei/tangshan/dealer/ldkpd
邢台市桥东区龙岗大街与永安路交叉口西北角	GAC Toyota	None	37.127268	114.557317	广汽丰田邢台广发龙岗东大街店	0319-5258111	None	https://www.gac-toyota.com.cn/province/hebei/xingtai/dealer/gflgddj
河北省邢台市开发区中兴东大街1695号	GAC Toyota	None	37.066666	114.556771	广汽丰田邢台润丰中兴路店	0319-3280888	None	https://www.gac-toyota.com.cn/province/hebei/xingtai/dealer/xtrfzxl
河北省张家口市宣化县沙岭子太师湾村南公交驾校对面	GAC Toyota	None	40.676894	114.942474	广汽丰田张家口兴和张宣路店	0313-5927777	None	https://www.gac-toyota.com.cn/province/hebei/zhangjiakou/dealer/zjkxhzxl
河北省廊坊市霸州市汽车站南1000米G106国道西广汽丰田4S店	GAC Toyota	None	39.095013	116.394574	广汽丰田霸州冠悦霸州镇店	0316-7373777	None	https://www.gac-toyota.com.cn/province/hebei/langfang/dealer/gybzzd
河北省廊坊市开发区金源道92号	GAC Toyota	None	39.579311	116.754952	广汽丰田廊坊瑞亨金源道店	0316-7089999-1	None	https://www.gac-toyota.com.cn/province/hebei/langfang/dealer/rhjydd
内蒙古巴彦淖尔市保税物流园区	GAC Toyota	None	40.87044	107.559373	广汽丰田巴彦淖尔信得惠临河店	0478-8612666	None	https://www.gac-toyota.com.cn/province/namengguzizhi/bayannaoer/dealer/bynehyxlh
内蒙古包头市青山区民族东路与110国道交汇处（石林石材城东侧）	GAC Toyota	None	40.708403	109.864066	广汽丰田包头包丰甲尔坝店	0472-3147888	None	https://www.gac-toyota.com.cn/province/namengguzizhi/baotou/dealer/btbfjeb
内蒙古赤峰市红山区桥北镇红山物流园区西一路	GAC Toyota	None	42.31122336	118.95244613	广汽丰田赤峰弘庆行桥北店	0476-8876168	None	https://www.gac-toyota.com.cn/province/namengguzizhi/chifeng/dealer/cfhqxqb
鄂尔多斯市东胜区铜川镇包府汽车城N座	GAC Toyota	None	39.792732	110.113445	广汽丰田鄂尔多斯信得惠铜川店	0477-8184888	None	https://www.gac-toyota.com.cn/province/namengguzizhi/eerduosi/dealer/eedsxdhtc
呼和浩特市金川开发区汇金道2号	GAC Toyota	None	40.80433	111.563157	广汽丰田呼和浩特亿阳金川店	0471-3602222	None	https://www.gac-toyota.com.cn/province/namengguzizhi/huhehaote/dealer/hhhtyyjc
呼和浩特市新城区呼伦贝尔北路5号	GAC Toyota	None	40.868455	111.672034	广汽丰田呼和浩特康泰新城店	0471-5162211	None	https://www.gac-toyota.com.cn/province/namengguzizhi/huhehaote/dealer/hhhtktxc
内蒙古自治区通辽市经济技术开发区阿古拉大街与东风路交汇处	GAC Toyota	None	43.655967	122.221067	广汽丰田通辽路安开发区店	0475-6336620	None	https://www.gac-toyota.com.cn/province/namengguzizhi/tongliao/dealer/tllakfq
锡林浩特市二连路火车站北1000米	GAC Toyota	None	43.936105	116.026482	广汽丰田锡林浩特嘉程开发区店	0479-8213088	None	https://www.gac-toyota.com.cn/province/namengguzizhi/xilinhaote/dealer/xlhtjckfq
内蒙古自治区兴安盟科右前旗工业园区天骄路5号	GAC Toyota	None	46.07405	121.99164	广汽丰田兴安盟宝辉前旗店	0482—2848666	None	https://www.gac-toyota.com.cn/province/namengguzizhi/xinganmeng/dealer/xambhqqd
察右前旗察哈尔工业园区达尔登大道东	GAC Toyota	None	40.96753976	113.15301227	广汽丰田乌兰察布众信集宁店	0474-3606999	None	https://www.gac-toyota.com.cn/province/namengguzizhi/wulanchabu/dealer/wlcbzxjnd
内蒙古自治区乌海市海勃湾区林荫大道与青山路交叉口东侧	GAC Toyota	None	39.70687645	106.85070809	广汽丰田乌海康泰海勃湾店	0473-3013333	None	https://www.gac-toyota.com.cn/province/namengguzizhi/wuhaishi/dealer/kthbw
内蒙古自治区呼伦贝尔市鄂温克族自治旗海伊公路东侧大鹏汽车城	GAC Toyota	None	48.841147	119.28471	广汽丰田呼伦贝尔大鹏伊敏路店	0470-2382116	None	https://www.gac-toyota.com.cn/province/namengguzizhi/hulunbeier/dealer/dpyml
山西省大同市永泰南路98号	GAC Toyota	None	40.054398	113.310074	广汽丰田大同银隆永泰店	0352-5393888	None	https://www.gac-toyota.com.cn/province/shanxi/datong/dealer/dtylyt
晋城市中原西街与凤城路交叉口往西100米	GAC Toyota	None	35.4798066	112.83418799	广汽丰田晋城悦宇中原街店	0356-8880111	None	https://www.gac-toyota.com.cn/province/shanxi/jincheng/dealer/yyzyjd
山西省晋中市榆次区汇通路鸣李段	GAC Toyota	None	37.745906	112.683595	广汽丰田晋中凯通汇通路店	0354-2463888	None	https://www.gac-toyota.com.cn/province/shanxi/jinzhong/dealer/jzkthtl
山西省临汾市尧都区尧庙镇大韩村霍候一级路西	GAC Toyota	None	36.030093	111.48346	广汽丰田临汾瑞银尧庙店	0357-2597777	None	https://www.gac-toyota.com.cn/province/shanxi/linfen/dealer/lfryym
临汾市尧都区屯里镇屯里村高河桥北一公里（滨港龙湾东侧）	GAC Toyota	None	36.1345729	111.54484131	广汽丰田临汾锦华北城店	0357-2689888	None	https://www.gac-toyota.com.cn/province/shanxi/linfen/dealer/jhbcd
吕梁市离石区田家会街道办田家会村（高速东口往东1800米）	GAC Toyota	None	37.533473	111.221518	广汽丰田吕梁华吕田家会店	0358-8348858	None	https://www.gac-toyota.com.cn/province/shanxi/lvliang/dealer/lhltjh
太原市太榆路甲151号(许西收费站旁)	GAC Toyota	None	37.785422	112.620894	广汽丰田太原黄河太榆路店	0351-7133399	None	https://www.gac-toyota.com.cn/province/shanxi/taiyuan/dealer/tyhhtyl
太原市迎泽西大街西中环口（血液中心对面）	GAC Toyota	None	37.861253	112.494289	广汽丰田锦华迎西店	0351-5681888	None	https://www.gac-toyota.com.cn/province/shanxi/taiyuan/dealer/jhyx
太原市平阳南路88号(小马村对面)	GAC Toyota	None	37.788592	112.558619	广汽丰田太原山西大昌店	0351-7998666	None	https://www.gac-toyota.com.cn/province/shanxi/taiyuan/dealer/tysxdc
太原市万柏林区新晋祠路汇豪新能源汽车城北区B01（太原理工大学长风住宅小区南100米）	GAC Toyota	None	37.831405	112.534958	广汽丰田太原广源海晋祠路店(在建店)	5286868	None	https://www.gac-toyota.com.cn/province/shanxi/taiyuan/dealer/tygyhjcld
山西省忻州市经济开发区汽贸园	GAC Toyota	None	38.461031	112.727939	广汽丰田忻州大昌开发区店	0350-3124111	None	https://www.gac-toyota.com.cn/province/shanxi/xinzhou/dealer/dckfq
山西省运城市经济技术开发区机场大道中段诺维兰汽车公园内	GAC Toyota	None	35.070823	111.032716	广汽丰田运城瑞翔机场路店	0359-2581888	None	https://www.gac-toyota.com.cn/province/shanxi/yuncheng/dealer/ycrxjcl
山西省河津市永兴西路诺维兰汽车博览城	GAC Toyota	None	35.580648	110.702289	广汽丰田河津瑞翔永兴路分店	0359-8715700	None	https://www.gac-toyota.com.cn/province/shanxi/yuncheng/dealer/hjrxyxlf
山西省运城市盐湖区运万路高速引线交界处（运城市公安局交警支队车管所对面）	GAC Toyota	None	35.092362	110.967244	广汽丰田运城大昌车检中心店(在建店)		None	https://www.gac-toyota.com.cn/province/shanxi/yuncheng/dealer/dccjzxd
山西省长治市西一环长子门村口（康宝集团对面）	GAC Toyota	None	36.18519	113.089598	广汽丰田长治锦程常青店	0355-6065618	None	https://www.gac-toyota.com.cn/province/shanxi/changzhi/dealer/czjccq
山西省阳泉市郊区李家庄乡李荫路冯家庄段（政务大厅前行200米）	GAC Toyota	None	37.92212865	113.57880954	广汽丰田阳泉致益李荫路店	0353-2599888	None	https://www.gac-toyota.com.cn/province/shanxi/yangquan/dealer/zylyld
天津市经济技术开发区第五大街53号	GAC Toyota	None	39.047399	117.718885	广汽丰田天津美利丰滨海店	022-66253388	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjmlfbh
天津市南开区咸阳路71号	GAC Toyota	None	39.14267894	117.14543739	广汽丰田天津信德行南开店	022-27650068	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjxdxnk
天津市空港经济区汽车园环河北路60号	GAC Toyota	None	39.167239	117.383853	广汽丰田天津长津祥空港店	022-58173377	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjcjxkg
天津市西青经济开发区赛达四支路11号	GAC Toyota	None	38.981997	117.275643	广汽丰田天津和展津港店	022-23889899	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjhzjg
天津市河西区解放南路613号环渤海汽车城内	GAC Toyota	None	39.060161	117.240493	广汽丰田天津汇丰行河西店	022-58188811	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjhfxhx
天津市北辰区北辰道2号	GAC Toyota	None	39.252433	117.183333	广汽丰田天津骏迈北辰店	022-58359000	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/tjjmbc
天津市宝坻区钰华街道南环东路南侧（机动车交易市场西区）	GAC Toyota	None	39.71571112	117.34611649	广汽丰田天津美利兴宝坻店	022-59210555	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/mlxbdd
天津市津南区滨海盛世汽车园盛裕园1号	GAC Toyota	None	38.98887762	117.48720307	广汽丰田天津中升盛世店	022-58901111	None	https://www.gac-toyota.com.cn/province/tianjin/tianjin/dealer/zsssd
佛山市佛山大道中83号佛山（国际车城）北区五座一号	GAC Toyota	None	23.013434	113.108112	广汽丰田佛山溢丰车城店	0757-82666099	None	https://www.gac-toyota.com.cn/province/guangdong/foshan/dealer/fsyfcc
广东省佛山市三水区西南镇南丰大道24号（荷花世界北行1.8公里）	GAC Toyota	None	23.214916	112.925568	广汽丰田佛山中元三水店	15363429605	None	https://www.gac-toyota.com.cn/province/guangdong/foshan/dealer/fszyss
佛山市南海区桂城海八路东桂江立交南侧	GAC Toyota	None	23.072875	113.152053	广汽丰田佛山友宏桂城店	0757-86258280	None	https://www.gac-toyota.com.cn/province/guangdong/foshan/dealer/fsyhgc
佛山市南海罗村街道南湖三路时利和车城内（华南灯饰城正对面）	GAC Toyota	None	23.066267	113.067882	广汽丰田佛山时利和罗村店	0757-66688599	None	https://www.gac-toyota.com.cn/province/guangdong/foshan/dealer/fsslhlcd
